scale0,scale1,samples,x1,x2
0,0,0,0.623543393,23.23813084
0,0,0,0.70048738,21.8434103
0,0,0,-0.353852388,23.05927782
0,0,0,-0.211370496,22.11257235
0,0,0,-0.067360612,22.67041961
0,0,0,-0.316660153,22.55066915
0,0,0,0.096645009,22.5395553
0,0,0,0.311856964,22.4260812
0,0,0,0.505266056,22.81685185
0,0,0,-0.766614812,22.80993348
0,0,0,-1.151999282,22.53384944
0,0,0,0.523561631,22.57857297
0,0,0,-0.009415207,22.62117518
0,0,0,0.265623942,23.0473176
0,0,0,0.166480423,22.92792737
0,0,0,-0.414489965,21.71171918
0,0,0,0.584126825,23.09629146
0,0,0,-0.392838604,22.75846566
0,0,0,0.787308303,22.50935983
0,0,0,0.165566774,21.56078695
0,0,0,-0.20730909,22.95412821
0,0,0,0.45285782,22.3264877
0,0,0,-0.004286988,22.09041467
0,0,0,0.303964252,22.36912883
0,0,0,0.031235195,21.91344066
0,0,0,-0.235978964,21.94501773
0,0,0,-0.170621042,22.7027214
0,0,0,-0.004226113,22.55122893
0,0,0,0.304609032,22.17360146
0,0,0,-0.064870125,21.97858483
0,0,0,-0.414328035,22.14109556
0,0,0,-0.000713836,21.79778918
0,0,0,-0.174245946,22.06068235
0,0,0,0.433440848,22.34701029
0,0,0,0.042776589,22.04685885
0,0,0,-0.094451303,22.3372943
0,0,0,-0.00049825,22.55609507
0,0,0,-0.357143491,22.78036983
0,0,0,0.300456468,22.16200716
0,0,0,1.127534569,22.78248706
0,0,0,0.312199857,22.40659294
0,0,0,0.256440162,21.418225
0,0,0,0.14133038,21.71951482
0,0,0,-0.157887644,22.36266139
0,0,0,-0.044625529,22.3408986
0,0,0,-0.817647594,23.15518491
0,0,0,0.138109817,23.14476557
0,0,0,0.043528969,22.3034195
0,0,0,-0.482589821,22.05118628
0,0,0,-0.022746343,22.75736877
0,0,0,-0.060993705,22.61458751
0,0,0,0.132507946,22.58947784
0,0,0,-0.171396254,21.65043252
0,0,0,-0.138591199,22.8977376
0,0,0,0.486679871,22.72379649
0,0,0,-0.013853938,22.44670428
0,0,0,0.257473122,21.85800644
0,0,0,-0.587390569,22.86519687
0,0,0,0.258037155,22.14353806
0,0,0,0.170943559,22.1658591
0,0,0,-0.141119278,22.45348555
0,0,0,0.455325024,22.71322271
0,0,0,0.205952087,22.44059752
0,0,0,-0.481433002,22.42357322
0,0,0,-0.001977673,22.90226664
0,0,0,-0.085462314,22.60010822
0,0,0,0.153063052,21.7490148
0,0,0,-0.102509191,22.23309568
0,0,0,-0.004438671,22.3293122
0,0,0,-0.307113499,22.69208879
0,0,0,-0.281037427,23.41149022
0,0,0,0.632584385,22.18163515
0,0,0,0.054206061,23.37719229
0,0,0,0.347872509,21.74441214
0,0,0,-0.344493707,23.09622645
0,0,0,-0.177491501,23.0096442
0,0,0,-0.152599752,22.17932788
0,0,0,-0.519257607,22.68418602
0,0,0,0.035016786,21.90352577
0,0,0,-0.245521694,22.80198085
0,0,0,-0.674297752,22.68395849
0,0,0,0.083882558,22.7120906
0,0,0,-1.064285139,22.46235779
0,0,0,0.026123781,21.92199057
0,0,0,-1.113148208,23.23392873
0,0,0,-0.114041469,22.67030324
0,0,0,0.438139076,22.69564171
0,0,0,-0.268433724,22.76702297
0,0,0,-0.306206779,22.8242781
0,0,0,0.443294677,22.02561517
0,0,0,-0.800382342,22.83305829
0,0,0,0.132630036,22.25982072
0,0,0,-0.628302818,22.31387366
0,0,0,0.206389688,22.1157572
0,0,0,-0.510073987,22.02136914
0,0,0,-0.579556512,22.70682575
0,0,0,-0.008934913,22.69176629
0,0,0,0.131227576,22.45989081
0,0,0,-0.445909077,22.54136047
0,0,0,-0.349093819,23.04732764
0,0,0,0.225754425,22.74069979
0,0,0,-0.606603063,23.06635261
0,0,0,0.029466866,22.14933355
0,0,0,0.24951001,22.65849575
0,0,0,-0.602021628,22.36363826
0,0,0,-0.294791347,22.40195033
0,0,0,-0.006979624,22.22257368
0,0,0,-0.187323416,22.26105036
0,0,0,0.46402881,23.34811247
0,0,0,-0.396388576,22.15085677
0,0,0,-0.105424003,22.42450926
0,0,0,0.121539255,22.36904131
0,0,0,0.075814763,22.28074719
0,0,0,-0.16154259,22.41754958
0,0,0,-0.230684941,22.53200862
0,0,0,0.319573462,22.51715203
0,0,0,-0.097133473,22.40205015
0,0,0,-0.020549558,22.49299146
0,0,0,0.751903701,22.36061961
0,0,0,-0.299795548,22.19245892
0,0,0,0.02360678,23.24516076
0,0,0,-0.686140557,22.37893014
0,0,0,0.14578817,22.22843229
0,0,0,-0.087210541,21.90566217
0,0,0,-0.255855829,22.38175717
0,0,0,-0.276062777,22.88672586
0,0,0,-0.428623973,22.30648476
0,0,0,-0.044942571,23.0642161
0,0,0,0.452864253,22.35121762
0,0,0,0.665757605,22.10475968
0,0,0,-0.655359568,23.06820815
0,0,0,0.234909491,22.13550796
0,0,0,0.252417134,22.42155041
0,0,0,-0.258297933,22.86526442
0,0,0,0.884555782,22.37823571
0,0,0,-0.107157715,23.05162032
0,0,0,0.293496823,22.65580647
0,0,0,0.139130688,23.11614252
0,0,0,-0.320316256,22.69613528
0,0,0,0.297838994,22.44236166
0,0,0,0.078110092,22.02402902
0,0,0,0.355186252,22.92896391
0,0,0,0.441964307,22.16175023
0,0,0,0.38355811,22.0890779
0,0,0,-0.074686431,22.45836648
0,0,0,0.340060732,22.45324589
0,0,0,0.09110116,22.83392796
0,0,0,0.399735516,22.7353628
0,0,0,-0.58867929,21.88240649
0,0,0,0.454710947,22.20828362
0,0,0,0.657686553,22.25959835
0,0,0,0.256749125,22.63925745
0,0,0,-0.557970811,23.25963325
0,0,0,0.208240464,22.76021486
0,0,0,-0.442110203,22.17797463
0,0,0,-0.295984623,22.56264765
0,0,0,0.139515643,21.53975695
0,0,0,-0.034766937,22.40715026
0,0,0,0.3615044,22.95939475
0,0,0,0.340546529,22.5597814
0,0,0,-0.497460064,22.49253247
0,0,0,-0.272254117,22.91221017
0,0,0,0.582262398,22.01116244
0,0,0,-0.061467358,23.39673669
0,0,0,0.577767336,22.21148399
0,0,0,0.054530562,23.37210493
0,0,0,-0.278546109,21.77185621
0,0,0,0.001771394,22.88368668
0,0,0,0.81989288,22.67837997
0,0,0,0.23912285,22.86100992
0,0,0,0.511822581,21.97197474
0,0,0,-0.074990773,22.64097572
0,0,0,0.737775779,22.70027116
0,0,0,0.006190358,21.93894736
0,0,0,-0.117282616,21.89237061
0,0,0,0.502387855,22.56075099
0,0,0,-0.501925974,22.57947772
0,0,0,-0.45608511,22.37641891
0,0,0,-0.176989804,22.43850358
0,0,0,-0.072748903,23.1698576
0,0,0,-0.066506007,22.82541362
0,0,0,-0.279008583,22.31037686
0,0,0,0.261631347,22.98603608
0,0,0,0.101314411,21.94400214
0,0,0,-0.070622576,21.68325695
0,0,0,0.283738678,21.85730829
0,0,0,0.242435472,22.57254403
0,0,0,-0.327182615,22.62609867
0,0,0,-0.181953915,22.82855381
0,0,0,-0.016786724,22.54920388
0,0,0,-0.643813808,22.84381261
0,0,0,0.310921766,22.54797286
0,0,0,-0.320897156,22.08942772
0,0,0,-0.66959213,22.8037329
0,0,0,0.257155525,23.44419555
0,0,0,-0.25984961,22.62029622
0,0,0,-0.843729302,22.18298745
0,0,0,-0.03509373,21.97484355
0,0,0,0.693905519,22.24254695
0,0,0,-0.053976111,23.01874613
0,0,0,0.462784242,22.38952946
0,0,0,0.691385215,22.17345682
0,0,0,-0.023038616,22.47175795
0,0,0,0.381235968,22.63024155
0,0,0,0.536701872,22.65575512
0,0,0,-0.254019537,22.14690114
0,0,0,0.353999227,22.30673081
0,0,0,0.31254175,23.10290704
0,0,0,0.605799169,22.66411604
0,0,0,1.032075277,23.47527253
0,0,0,0.600837357,22.74605544
0,0,0,0.022505413,22.37657091
0,0,0,0.017775787,21.80426875
0,0,0,-0.2714181,22.89147731
0,0,0,-0.345740763,22.65044558
0,0,0,-0.353102334,22.51570943
0,0,0,-0.06811877,22.59811571
0,0,0,-0.186650801,22.34265482
0,0,0,0.561274423,22.01849154
0,0,0,-0.272763324,22.29156507
0,0,0,-0.622986327,22.21821105
0,0,0,0.513519616,21.54376069
0,0,0,-0.121258214,22.09877152
0,0,0,0.028824131,22.53637239
0,0,0,-0.361178341,21.94741784
0,0,0,-0.408275735,23.31602818
0,0,0,-0.246068687,22.64738443
0,0,0,-1.018392052,22.36180795
0,0,0,0.146755708,22.47756614
0,0,0,-0.301347442,22.11261781
0,0,0,-0.069801709,21.9202819
0,0,0,0.337474113,22.3236708
0,0,0,-0.040095255,22.9573077
0,0,0,0.205554717,22.52775858
0,0,0,0.360848874,22.94632186
0,0,0,-0.524377027,22.53840003
0,0,0,-0.758322813,22.29462962
0,0,0,0.305735225,22.30636044
0,0,0,0.148896901,23.24586243
0,0,0,0.046603322,22.32886381
0,0,0,-0.209104188,22.50668264
0,0,0,-0.057815858,21.19380559
0,0,0,-0.186850338,22.39117234
0,0,0,-0.667287767,22.77430747
0,0,0,0.132762475,22.68628466
0,0,0,0.053387695,22.08439762
0,0,0,-0.117747731,22.33705052
0,0,0,0.602379595,22.75641204
0,0,0,0.247337048,23.00481836
0,0,0,0.234173529,22.67060864
0,0,0,0.10732703,22.53533225
0,0,0,-0.459773349,22.30416825
0,0,0,0.452708363,22.01461395
0,0,0,-1.222871332,22.74200634
0,0,0,-0.795669324,22.55735244
0,0,0,0.401977678,22.0793465
0,0,0,0.043377089,22.90924486
0,0,0,0.25799329,21.88154796
0,0,0,1.123606978,22.0055036
0,0,0,0.139337558,22.33012066
0,0,0,-0.602896677,22.06510523
0,0,0,0.424885111,22.8936486
0,0,0,0.635903037,22.27883516
0,0,0,-0.294831101,22.7495249
0,0,0,0.512222723,22.72096443
0,0,0,-0.0464885,22.17053969
0,0,0,-0.058500166,22.44896536
0,0,0,-0.129879954,22.43521256
0,0,0,-0.036511712,22.28752215
0,0,0,0.609905729,22.73838211
0,0,0,0.384591993,22.56474019
0,0,0,-0.363849169,21.97851597
0,0,0,0.242555013,22.06797885
0,0,0,0.165746035,21.92539496
0,0,0,-0.048885168,21.70247462
0,0,0,0.235239272,22.46280911
0,0,0,0.109278702,22.69189986
0,0,0,-0.041116726,22.94682666
0,0,0,0.028005549,22.59078172
0,0,0,0.010266792,22.75625683
0,0,0,0.71763263,22.58012433
0,0,0,0.274068503,22.10431384
0,0,0,0.128770228,22.36460504
0,0,0,0.394379122,23.12348622
0,0,0,0.779428046,22.9301272
0,0,0,0.496067719,22.02610984
0,0,0,0.006381161,23.34023476
0,0,0,-0.261977921,21.8964681
0,0,0,-0.230961518,22.5624098
0,0,0,-0.449412289,23.01728486
0,0,0,-0.615897953,22.03165168
0,0,0,0.059211891,23.12938786
0,0,0,0.005487908,22.45992172
0,0,0,0.378538502,22.12663558
0,0,0,0.721450389,22.88643128
0,0,0,0.077634135,23.01302504
0,0,0,0.207769407,22.74027202
0,0,0,-0.154528645,22.11304164
0,0,0,-0.068531116,22.63631823
0,0,0,0.079025649,22.56255274
0,0,0,0.248730042,21.91941998
0,0,0,0.299251243,22.64754291
0,0,0,0.195408693,22.80018064
0,0,0,0.729563422,21.85381846
0,0,0,-0.174560884,23.03022284
0,0,0,0.15546583,22.59197794
0,0,0,0.030837564,22.10631145
0,0,0,0.030193478,22.51141858
0,0,0,0.066674192,23.25029012
0,0,0,0.417266553,23.0127433
0,0,0,0.668308746,22.40680934
0,0,0,-0.137263678,22.66833276
0,0,0,0.760243433,22.27366151
0,0,0,-0.099734331,23.02118932
0,0,0,0.189351608,22.82897571
0,0,0,-0.078607093,21.55979518
0,0,0,0.300630911,22.92118098
0,0,0,-0.285312371,23.17162991
0,0,0,0.468634301,22.37499463
0,0,0,0.262671759,22.79344795
0,0,0,0.387045169,22.3405372
0,0,0,-0.295999508,22.58009861
0,0,0,-0.84470415,23.03003736
0,0,0,-0.954697954,21.79270179
0,0,0,-0.288832011,22.81731038
0,0,0,0.452855212,22.54004706
0,0,0,-0.596017239,22.63827235
0,0,0,0.092008714,22.59114131
0,0,0,0.140113869,22.67298658
0,0,0,-0.318990693,23.03592288
0,0,0,0.383221169,21.67674352
0,0,0,-0.497203354,23.04844359
0,0,0,-0.210393805,22.40761995
0,0,0,0.239172363,23.17480691
0,0,0,-0.561350269,22.53737866
0,0,0,0.818405952,23.05846116
0,0,0,-0.04946052,22.68369066
0,0,0,-0.490515862,22.34524562
0,0,0,-0.457489352,22.72154289
0,0,0,-0.168709563,22.7256497
0,0,0,0.024812875,23.01520717
0,0,0,0.118912385,22.02136227
0,0,0,-0.490213384,22.99538159
0,0,0,-0.367053835,21.88141937
0,0,0,-0.183806902,22.90889491
0,0,0,0.174523703,22.27585826
0,0,0,0.012916373,22.6815508
0,0,0,0.483933662,22.91009348
0,0,0,0.392645754,21.98387151
0,0,0,-0.379332107,22.95180616
0,0,0,0.501273738,22.056992
0,0,0,0.139327114,21.71256885
0,0,0,-0.05252156,21.88007116
0,0,0,-0.776074221,22.84109779
0,0,0,0.318184081,22.47125295
0,0,0,0.36090367,23.24483666
0,0,0,-0.558451361,23.02986177
0,0,0,-0.406482775,22.2438097
0,0,0,0.521929698,22.70905487
0,0,0,-0.176254996,22.90218833
0,0,0,-0.422498866,22.34429199
0,0,0,-0.145499163,22.54742587
0,0,0,-0.128620166,22.44805475
0,0,0,0.041070275,23.46602533
0,0,0,0.242079925,21.74230446
0,0,0,0.007163316,21.94270525
0,0,0,1.063176419,22.20072115
0,0,0,-0.806075222,23.16197512
0,0,0,-0.03171301,21.81084974
0,0,0,0.087155149,22.53473323
0,0,0,0.23590907,22.68619573
0,0,0,0.160999532,22.59814637
0,0,0,0.699334741,22.66813808
0,0,0,0.281312454,22.64392134
0,0,0,-0.409181958,22.43025129
0,0,0,-0.571555775,22.4474354
0,0,0,-0.074381156,21.92260492
0,0,0,0.423062677,22.27279482
0,0,0,-1.035654052,21.87201502
0,0,0,0.02890867,22.48123772
0,0,0,-0.041979781,22.19290019
0,0,0,-0.105591083,22.75591313
0,0,0,-0.047138029,22.44805617
0,0,0,-0.329454374,22.08821686
0,0,0,0.191698757,22.80330793
0,0,0,-0.767109268,23.20373985
0,0,0,0.059744164,22.87759895
0,0,0,0.468876927,22.48683723
0,0,0,0.157612022,22.32117611
0,0,0,0.446175239,23.11012931
0,0,0,-0.382571858,22.00901675
0,0,0,-0.424235568,22.5915065
0,0,0,0.436515042,22.06085995
0,0,0,-0.22884277,22.84075729
0,0,0,-0.059037033,22.47431697
0,0,0,0.092851353,21.7879917
0,0,0,0.252905694,22.13484486
0,0,0,-0.838070849,22.67976921
0,0,0,-0.176327727,21.99034104
0,0,0,0.522320219,22.04759023
0,0,0,-0.225058054,21.80651901
0,0,0,-0.024458993,22.28151055
0,0,0,-0.201732882,22.35356123
0,0,0,0.054408603,22.72110242
0,0,0,-0.009534149,22.14295939
0,0,0,0.335505122,22.52717341
0,0,0,-0.029103044,22.73032285
0,0,0,-0.669801333,22.24488928
0,0,0,-0.076251686,23.15868954
0,0,0,-0.066037158,22.84281033
0,0,0,-0.007250657,22.69927248
0,0,0,0.270216849,23.03159099
0,0,0,-0.326754244,22.20340689
0,0,0,0.039255617,22.83350269
0,0,0,-0.054844803,21.95404688
0,0,0,0.404999146,22.87634084
0,0,0,0.178696272,21.99338192
0,0,0,-0.19732637,23.23479024
0,0,0,-0.49847498,22.76444454
0,0,0,-0.193728121,22.44582889
0,0,0,-0.409333319,22.22909266
0,0,0,-0.011895085,22.06022574
0,0,0,-0.179167825,21.85224139
0,0,0,0.345653305,23.2860432
0,0,0,0.295476863,22.70838291
0,0,0,-0.133330726,21.94923773
0,0,0,0.229646981,22.08448977
0,0,0,-0.001323443,22.56953652
0,0,0,0.180363195,21.92058753
0,0,0,0.72452698,22.22169372
0,0,0,0.811072423,22.39713699
0,0,0,-0.349731952,22.42402484
0,0,0,-0.290974748,22.72123954
0,0,0,-0.133634482,22.29218907
0,0,0,0.205481693,22.82806912
0,0,0,-0.092813534,22.659094
0,0,0,-0.063775308,22.23498523
0,0,0,-0.37913002,22.52485624
0,0,0,0.446195925,22.66712438
0,0,0,0.312716196,23.69094662
0,0,0,0.221299991,22.57281802
0,0,0,0.193823944,22.58375737
0,0,0,-0.15159152,22.21889788
0,0,0,0.275866892,22.36558083
0,0,0,-0.017800899,21.96092137
0,0,0,0.291367766,22.38358857
0,0,0,0.249215825,22.86258493
0,0,0,-0.669876044,21.72842115
0,0,0,0.665577222,22.58486185
0,0,0,-0.50226604,22.99522731
0,0,0,0.659228773,22.32258037
0,0,0,-0.841283929,22.68184032
0,0,0,0.189320457,22.75964955
0,0,0,-0.201006337,22.87207814
0,0,0,-0.620847495,22.30503325
0,0,0,-0.027018838,22.78981432
0,0,0,-0.180903221,22.87305788
0,0,0,-0.005273492,22.94041152
0,0,0,0.48307474,23.01537774
0,0,0,-0.658998289,23.0403084
0,0,0,0.311473508,22.22965865
0,0,0,0.319450741,22.18331586
0,0,0,0.066724305,22.36686775
0,0,0,0.102213018,22.28463051
0,0,0,-0.303282132,22.83224389
0,0,0,-0.448989522,22.39095487
0,0,0,-0.335315293,22.25313469
0,0,0,-0.065893079,22.53729217
0,0,0,0.582108379,22.35174899
0,0,0,-0.057776293,22.92224533
0,0,0,0.426359387,22.41223247
0,0,0,-0.459867414,22.18865146
0,0,0,-0.210981941,21.88722139
0,0,0,0.005011615,22.53233153
0,0,0,-0.632452124,22.49805713
0,0,0,-0.217799074,22.83375514
0,0,0,0.340879175,22.31928464
0,0,0,0.599793026,22.42072216
0,0,0,0.214820793,22.30179119
0,0,0,0.460449641,21.7812951
0,0,0,0.025752625,22.73546816
0,0,0,0.199689466,22.15236099
0,0,0,-0.430847238,22.69558475
0,0,0,0.339335081,21.77522642
0,0,0,-0.537155923,23.32411882
0,0,0,-0.49435386,22.91023402
0,0,0,0.174130392,22.44165972
0,0,0,0.095311656,21.96133035
0,0,0,0.423984863,22.25018784
0,0,0,-0.745156317,22.73668863
0,0,0,0.243961141,22.80686344
0,0,0,0.399096494,23.28289432
0,0,0,0.512659337,22.97891015
0,0,0,-1.033450379,23.20004483
0,0,0,-0.730280749,22.78178161
0,0,0,0.166818002,23.04884513
0,0,0,0.3324214,23.20275119
0,0,0,0.1430109,22.90796094
0,0,0,-0.512405059,22.67372474
0,0,0,-0.936394593,22.00035845
0,0,0,-0.384819361,22.72813298
0,0,0,0.531956203,22.93838971
0,0,0,-0.306451976,22.48408367
0,0,0,0.120469189,23.17533842
0,0,0,0.463854686,22.1475942
0,0,0,-0.072855845,21.91189703
0,0,0,0.121046758,22.76915095
0,0,0,0.041196021,22.75440569
0,0,0,-0.634605865,22.61629258
0,0,0,0.224918504,23.03203609
0,0,0,1.071815501,22.98601656
0,0,0,-0.350704626,22.13511682
0,0,0,-0.237938892,22.57612859
0,0,0,0.103309057,22.02640204
0,0,0,0.631522773,22.22912417
0,0,0,-0.090742188,22.88793622
0,0,0,-0.294776883,22.73001197
0,0,0,-0.2998637,23.41310866
0,0,0,-0.2722708,22.554413
0,0,0,0.188250352,22.13025201
0,0,0,0.224487769,22.78417411
0,0,0,0.330503458,22.65202382
0,0,0,-0.180093893,22.42289797
0,0,0,-0.240688355,23.55268134
0,0,0,0.257487473,22.14498796
0,0,0,0.281726058,22.31537358
0,0,0,-0.330692763,22.65029304
0,0,0,-0.069586867,22.41958882
0,0,0,0.887785478,22.57917303
0,0,0,-0.215774705,22.39503927
0,0,0,-0.663830778,22.28810081
0,0,0,0.23553391,23.1117985
0,0,0,0.389579646,22.20642368
0,0,0,-0.100584542,22.84819984
0,0,0,0.37916396,22.19847634
0,0,0,0.996691285,22.39431919
0,0,0,0.020867477,22.55980676
0,0,0,0.307839076,22.30615306
0,0,0,-0.016143424,23.16326975
0,0,0,-0.238741588,22.0361836
0,0,0,0.272239986,23.09010712
0,0,0,0.361735386,22.48860287
0,0,0,0.161624415,22.49058213
0,0,0,-0.046440728,22.76569135
0,0,0,0.031852374,22.63054632
0,0,0,-0.066241694,22.89340223
0,0,0,-0.336810462,22.37886993
0,0,0,-0.131343374,22.42047371
0,0,0,-0.492283232,21.97595967
0,0,0,0.177397234,22.53419887
0,0,0,0.286981444,22.71098986
0,0,0,-0.038530015,22.73480353
0,0,0,-0.11300261,22.75123478
0,0,0,0.603539733,22.77948351
0,0,0,0.064343545,22.57550444
0,0,0,0.531063043,22.0837576
0,0,0,0.188754185,22.28625412
0,0,0,-0.674451308,22.45787283
0,0,0,-0.19118743,22.36472642
0,0,0,-0.568752939,23.19118381
0,0,0,0.260949611,22.29155917
0,0,0,0.064058725,22.49264693
0,0,0,0.085986159,22.54697382
0,0,0,-0.424250558,22.42893285
0,0,0,-0.409721831,22.06092723
0,0,0,0.040491749,22.27259396
0,0,0,-0.31622729,22.50769474
0,0,0,0.031392349,23.92175398
0,0,0,0.491529354,22.47690648
0,0,0,0.09771467,22.32982954
0,0,0,0.472602177,22.41564813
0,0,0,-0.34016602,22.47220781
0,0,0,-0.028448305,22.28734387
0,0,0,-0.272601925,22.81146091
0,0,0,-0.188061504,22.18162667
0,0,0,0.61339136,22.43925135
0,0,0,-0.435506127,22.59336409
0,0,0,0.164224817,22.18587449
0,0,0,-0.141057031,23.00874748
0,0,0,0.091323999,22.0994172
0,0,0,0.251279633,22.74507804
0,0,0,-0.601500114,22.52197412
0,0,0,-0.022402118,22.48484373
0,0,0,-0.187871515,22.79549487
0,0,0,0.303501653,22.08402125
0,0,0,-0.017173104,21.78627663
0,0,0,0.399296122,22.66790843
0,0,0,-0.408889926,22.5040347
0,0,0,-0.344333187,21.96085407
